run_id,arm_id,status,reason,record_marked_excluded,preserved_evidence_path
20260717T010631Z-f5980477,A_full,needs_rework,operator_duplicate: created only to backfill usage; no agent work occurred in this workspace,1,D:\code\workspace\half-experiment-runs\reservation-v3\A_full\20260717T010631Z-f5980477
